,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.NEW_YORK_KNICKS,Outcome.LOSS,240,42,92,12,36,7,12,19,32,19,4,4,16,23,103
0,Team.HOUSTON_ROCKETS,Outcome.WIN,240,36,80,10,26,23,33,12,27,22,12,3,11,16,105
