,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,240,46,89,11,29,19,23,10,31,28,5,7,13,22,122
0,Team.LOS_ANGELES_LAKERS,Outcome.WIN,240,49,88,14,31,27,32,5,27,32,5,5,7,20,139
