,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,240,48,87,21,41,12,16,12,31,34,8,3,8,17,129
0,Team.MILWAUKEE_BUCKS,Outcome.LOSS,240,40,81,14,33,11,16,10,25,35,6,3,13,10,105
