,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.PHILADELPHIA_76ERS,Outcome.LOSS,240,43,81,6,22,13,16,6,33,25,5,6,11,29,105
0,Team.DENVER_NUGGETS,Outcome.WIN,240,37,82,13,37,24,38,13,31,25,5,3,7,15,111
