,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.DENVER_NUGGETS,Outcome.LOSS,240,37,93,15,37,11,16,12,35,21,7,9,8,23,100
0,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,240,37,87,11,26,20,25,15,38,24,2,9,11,14,105
