,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.MILWAUKEE_BUCKS,Outcome.LOSS,240,36,84,16,40,19,25,7,33,24,3,7,12,22,107
0,Team.DENVER_NUGGETS,Outcome.WIN,240,44,91,4,18,21,24,9,38,29,7,4,8,22,113
