,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.DETROIT_PISTONS,Outcome.LOSS,240,45,81,16,31,15,19,7,28,27,8,3,17,17,121
0,Team.CLEVELAND_CAVALIERS,Outcome.WIN,240,47,89,12,35,22,23,10,23,26,13,5,9,15,128
