,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,240,43,93,4,22,19,23,16,44,24,7,8,13,17,109
0,Team.BROOKLYN_NETS,Outcome.LOSS,240,34,89,13,42,17,22,11,27,23,7,12,10,23,98
