,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.PHILADELPHIA_76ERS,Outcome.WIN,240,47,94,14,32,19,21,10,30,27,6,11,4,22,127
0,Team.UTAH_JAZZ,Outcome.LOSS,240,45,87,12,36,22,25,10,33,36,3,9,9,15,124
