,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,240,41,82,11,34,17,24,12,44,20,3,6,16,22,110
0,Team.HOUSTON_ROCKETS,Outcome.LOSS,240,35,87,13,44,16,17,5,24,19,11,2,5,21,99
