,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.ORLANDO_MAGIC,Outcome.WIN,240,45,84,10,24,11,15,7,30,22,7,3,10,18,111
0,Team.DETROIT_PISTONS,Outcome.LOSS,240,36,80,8,31,19,22,9,27,22,6,5,15,18,99
