,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.NEW_YORK_KNICKS,Outcome.WIN,240,44,84,12,37,13,16,7,35,25,5,3,9,16,113
0,Team.CHARLOTTE_HORNETS,Outcome.LOSS,240,37,81,11,32,7,14,9,32,23,4,6,13,14,92
