,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.DALLAS_MAVERICKS,Outcome.WIN,240,51,85,19,35,27,32,6,31,28,3,5,13,25,148
0,Team.ATLANTA_HAWKS,Outcome.LOSS,240,51,97,15,34,26,30,12,24,32,7,2,7,24,143
