,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.TORONTO_RAPTORS,Outcome.LOSS,290,48,101,14,35,17,21,11,37,38,6,5,11,16,127
0,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,290,52,110,23,63,8,8,14,31,40,6,8,10,15,135
